STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,ADJUSTMENT,Adjustment,TRANSFORMATION,Transformation,TIME_HORIZ,Time horizon,METHODOLOGY,Calculation methodology,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2023-07,,209.3147,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2023-06,,209.7687,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2023-05,,207.5906,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2023-04,,207.4971,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2023-03,,204.9494,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2023-02,,211.1037,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2023-01,,204.2404,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-12,,207.1697,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-11,,208.4383,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-10,,198.4421,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-09,,203.6008,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-08,,216.4268,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-07,,204.4682,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-06,,210.5893,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-05,,210.4716,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-04,,214.2366,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-03,,206.0158,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-02,,196.6244,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-01,,196.6908,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-12,,195.389,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-11,,200.6127,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-10,,196.4464,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-09,,187.9209,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-08,,185.42,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-07,,182.2553,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-06,,183.0125,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-05,,176.1327,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-04,,174.1928,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-03,,172.3858,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-02,,163.3368,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-01,,161.0018,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,NOR,Norway,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2020-12,,153.6528,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,PRT,Portugal,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2025-12,,211.4118,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,PRT,Portugal,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2025-11,,215.8688,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,PRT,Portugal,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2025-10,,218.0951,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,PRT,Portugal,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2025-09,,204.2598,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,PRT,Portugal,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2025-08,,203.8221,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,PRT,Portugal,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2025-07,,201.2431,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,PRT,Portugal,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2025-06,,192.689,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-09,,169.521,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-08,,185.1871,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-07,,182.3539,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-06,,176.1982,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-05,,179.2659,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-04,,189.1463,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-03,,183.4256,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-02,,179.3973,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2022-01,,186.1328,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-12,,195.5729,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-11,,199.6418,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-10,,190.5717,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-09,,194.8602,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-08,,197.4698,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-07,,188.0311,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-06,,180.1344,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-05,,173.6794,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-04,,169.8882,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-03,,161.2164,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-02,,163.8166,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2021-01,,165.4561,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,DNK,Denmark,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2020-12,,159.0769,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2025-12,,154.7221,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2025-11,,148.2151,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2025-10,,144.0746,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2025-09,,139.1076,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2025-08,,137.2908,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2025-07,,129.5317,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2025-06,,128.5766,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2025-05,,127.0181,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2025-04,,117.4469,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2025-03,,120.6953,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2025-02,,117.3562,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2025-01,,108.2523,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2024-12,,105.959,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2024-11,,105.1724,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2024-10,,106.729,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2024-09,,104.842,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2024-08,,99.51498,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2024-07,,101.3196,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2024-06,,102.0415,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2024-05,,102.6366,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2024-04,,99.75375,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2024-03,,96.72746,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2024-02,,91.35509,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2024-01,,91.51335,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2023-12,,92.69518,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2023-11,,88.25292,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),Financial market,I,ESP,Spain,M,Monthly,SHARE,Share prices,IX,Index,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,N,National,2023-10,,84.24841,,A,Normal value,0,Units,2,Two,2015,
